"","ParcelNumb","Address","lat","long"
"299","1-9-2-019-068-0103","92-1179 Palahia ST, Kapolei, HI 96707",NA,NA
"300","1-9-1-131-097-0000","91-1034 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"301","1-9-9-007-002-0009","99-1383 Aiea Heights Drive, Aiea, HI 96701",NA,NA
"302","1-9-5-093-022-0023","95-1000 Ukuwai ST, Mililani, HI 96789",NA,NA
"303","1-4-3-028-036-0000","125D Kalaheo AVE, Kailua, HI 96734",NA,NA
"304","1-9-5-093-022-0065","95-976 Ukuwai ST, Mililani, HI 96789",NA,NA
"305","1-9-1-056-013-0021","92-1500 Aliinui Drive, Kapolei, HI 96707",NA,NA
"306","1-9-1-073-139-0000","91-2035 Pahuhu PL, Ewa Beach, HI 96706",NA,NA
"307","1-9-2-011-066-0000","92-361 Akaula ST, Kapolei, HI 96707",NA,NA
"308","1-9-4-007-067-0025","94-529 Lumiaina ST, Waipahu, HI 96797",NA,NA
"309","1-9-1-012-040-0135","91-2006 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"310","1-9-1-104-021-0000","91-1033 Papaa ST, Kapolei, HI 96707",NA,NA
"311","1-9-1-056-005-0312","92-1067 Koio Drive, Kapolei, HI 96707",NA,NA
"312","1-9-2-019-013-0037","92-795 Makakilo Drive, Kapolei, HI 96707",NA,NA
"313","1-9-1-137-056-0000","91-1262 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"314","1-9-1-116-003-0003","91-735 Launahele ST, Ewa Beach, HI 96706",NA,NA
"315","1-9-4-162-082-0000","94-1060 Kanawao ST, Waipahu, HI 96797",NA,NA
"316","1-9-5-002-029-0069","95-895 Wikao ST, Mililani, HI 96789",NA,NA
"317","1-9-1-131-076-0000","91-1137 Kaiee ST, Ewa Beach, HI 96706",NA,NA
"318","1-4-7-004-030-0009","47-249A Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"319","1-9-1-012-071-0004","91-2077 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"320","1-9-1-065-136-0000","91-1016 AAWA Drive, EWA BEACH, HI 96706",NA,NA
"321","1-9-8-011-041-0066","98-894 Iho PL, Aiea, HI 96701",NA,NA
"322","1-3-3-014-033-0000","1427-16th AVE, Honolulu, HI 96816",NA,NA
"323","1-9-1-142-132-0000","91-1001 Kai Lea ST, Ewa Beach, HI 96706",NA,NA
"324","1-9-8-059-001-0090","98-817 C Noelani ST, Pearl City, HI 96782",NA,NA
"325","1-9-2-019-045-0080","92-1260 Makakilo Drive, Kapolei, HI 96707",NA,NA
"326","1-9-4-007-084-0059","94-670 Lumiauau ST, Waipahu, HI 96797",NA,NA
"327","1-4-4-012-064-0104","44-164 7 Hako ST, Kaneohe, HI 96744",NA,NA
"328","1-1-7-032-026-0014","608 Vineyard Boulevard, Honolulu, HI 96817",NA,NA
"329","1-9-1-012-086-0027","91-2091 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"330","1-9-1-051-099-0158","91-1080 Puahala ST, Ewa Beach, HI 96706",NA,NA
"331","1-4-5-021-006-0006","45-559 Keaahala RD, Kaneohe, HI 96744",NA,NA
"332","1-3-2-004-017-0000","1102-8th AVE, Honolulu, HI 96816",NA,NA
"333","1-4-2-094-036-0000","535 Keolu Drive, Kailua, HI 96734",NA,NA
"334","1-9-4-007-085-0005","94-642 Lumiauau ST, Waipahu, HI 96797",NA,NA
"335","1-4-4-012-064-0139","44-145 3 Laha ST, Kaneohe, HI 96744",NA,NA
"336","1-9-7-057-048-0003","2156C Aumakua ST, Pearl City, HI 96782",NA,NA
"337","1-9-4-031-054-0000","94-197 Haaa ST, Waipahu, HI 96797",NA,NA
"338","1-9-1-061-031-0023","91-1144 Laaulu ST, Ewa Beach, HI 96706",NA,NA
"339","1-3-2-048-061-0000","928-17th AVE, Honolulu, HI 96816",NA,NA
"340","1-1-3-009-029-0004","2236 Hiu ST, Honolulu, HI 96819",NA,NA
"341","1-9-2-032-035-0000","92?¡ 300 Kewai PL, Kapolei, HI 96707",NA,NA
"342","1-3-2-044-011-0000","1055-18th AVE, Honolulu, HI 96816",NA,NA
"343","1-9-4-007-067-0009","94-533 Lumiaina ST, Waipahu, HI 96797",NA,NA
"344","1-4-7-052-023-0000","47-352 Hui Koloa PL, Kaneohe, HI 96744",NA,NA
"345","1-9-1-135-044-0000","91-1030 Kai Uhu ST, Ewa Beach, HI 96706",NA,NA
"346","1-3-3-036-003-0000","1919-10th AVE, Honolulu, HI 96816",NA,NA
"347","1-9-8-002-029-0074","98-1459B Kaahumanu ST, Aiea, HI 96701",NA,NA
"348","1-9-2-010-035-0000","92-405 Akaula ST, Kapolei, HI 96707",NA,NA
"349","1-9-1-050-091-0193","91-1169 Puamaeole ST, Ewa Beach, HI 96706",NA,NA
"350","1-9-1-146-003-0000","91-1031 Waikai ST, Ewa Beach, HI 96706",NA,NA
"351","1-4-7-069-094-0000","47-679 Halemanu ST, Kaneohe, HI 96744",NA,NA
"352","1-8-5-019-080-0000","85-576 Waianae Valley RD, Waianae, HI 96792",NA,NA
"353","1-4-5-060-013-0000","45-418 Koa Kahiko ST, Kaneohe, HI 96744",NA,NA
"354","1-9-1-012-074-0009","91-2085 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"355","1-9-4-115-021-0032","94-1046 Paha PL, Waipahu, HI 96797",NA,NA
"356","1-3-3-040-055-0000","1628-9th AVE, Honolulu, HI 96816",NA,NA
"357","1-4-5-083-038-0002","45-609 Hinamoe Loop, Kaneohe, HI 96744",NA,NA
"358","1-9-4-007-067-0184","94-541 Lumiaina ST, Waipahu, HI 96797",NA,NA
"359","1-3-2-056-010-0000","747-18th AVE, Honolulu, HI 96816",NA,NA
"360","1-9-4-055-002-0000","94-728 Loaa ST, Waipahu, HI 96797",NA,NA
"361","1-9-1-050-070-0000","91-232 Puaina PL, Ewa Beach, HI 96706",NA,NA
"362","1-9-2-019-016-0088","92-940 Palailai ST, Kapolei, HI 96707",NA,NA
"363","1-9-1-012-086-0004","91-2065 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"364","1-4-4-012-064-0136","44-155 6 Laha ST, Kaneohe, HI 96744",NA,NA
"365","1-9-4-007-032-0060","94-634 Lumiaina ST, Waipahu, HI 96797",NA,NA
"366","1-4-4-012-064-0112","44-170 Laha ST, Kaneohe, HI 96744",NA,NA
"367","1-8-7-014-046-0000","87-484 Farrington Highway, Waianae, HI 96792",NA,NA
"368","1-2-2-004-059-0013","1002A Prospect ST, Honolulu, HI 96822",NA,NA
"369","1-4-7-004-019-0062","47-746 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"370","1-9-1-010-117-0009","91-668 Makalea ST, Ewa Beach, HI 96706",NA,NA
"371","1-9-1-131-105-0000","91-1016 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"372","1-9-1-166-019-0000","91-1158 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"373","1-9-1-061-037-0017","98-983 Laaulu ST, Ewa Beach, HI 96706",NA,NA
"374","1-9-1-166-017-0000","91-1152 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"375","1-3-2-011-043-0002","1004-6th AVE, Honolulu, HI 96816",NA,NA
"376","1-9-8-012-044-0000","98-272 Hale Momi PL, Aiea, HI 96701",NA,NA
"377","1-9-1-012-075-0003","91-2103 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"378","1-4-2-094-008-0000","515 Keolu Drive, Kailua, HI 96734",NA,NA
"379","1-9-8-002-016-0002","98-1095E Komo Mai Drive, Aiea, HI 96701",NA,NA
"380","1-9-1-158-091-0000","423 Koakoa ST, Kapolei, HI 96707",NA,NA
"381","1-9-1-142-110-0000","91-1097 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"382","1-9-1-012-067-0069","91-2038 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"383","1-3-2-051-032-0000","841-15th AVE, Honolulu, HI 96816",NA,NA
"384","1-9-4-115-038-0044","94-1382 Kulewa Loop, Waipahu, HI 96797",NA,NA
"385","1-3-2-057-043-0000","744-22nd AVE, Honolulu, HI 96816",NA,NA
"386","1-9-2-019-016-0080","92-932 Palailai ST, Kapolei, HI 96707",NA,NA
"387","1-4-5-109-055-0000","45-244 Wena ST, Kaneohe, HI 96744",NA,NA
"388","1-9-1-128-037-0000","91-1093 Kaihi ST, Ewa Beach, HI 96706",NA,NA
"389","1-9-1-132-001-0083","91-1173 Kanela ST, Ewa Beach, HI 96706",NA,NA
"390","1-9-4-115-030-0029","94-1055 Kaukahi PL, Waipahu, HI 96797",NA,NA
"391","1-4-5-037-049-0003","45-680 Apuakea ST, Kaneohe, HI 96744",NA,NA
"392","1-9-1-155-048-0000","91-1787 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"393","1-9-1-124-031-0000","91-1128 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"394","1-4-4-018-020-0000","44-734 Alakai ST, Kaneohe, HI 96744",NA,NA
"395","1-9-5-091-039-0000","95-1013 Moaula ST, Mililani, HI 96789",NA,NA
"396","1-8-5-004-020-0001","85-1330H Waianae Valley RD, Waianae, HI 96792",NA,NA
"397","1-9-4-099-073-0078","94-1477 Waipio Uka ST, Waipahu, HI 96797",NA,NA
"398","1-9-8-059-007-0054","98-905A Noelani ST, Pearl City, HI 96782",NA,NA
"399","1-9-4-007-085-0015","94-656 Lumiauau ST, Waipahu, HI 96797",NA,NA
"400","1-9-2-018-116-0000","92-218 Awaawahea Way, Kapolei, HI 96707",NA,NA
"401","1-9-1-087-066-0000","91-1487 Kuhia PL, Ewa Beach, HI 96706",NA,NA
"402","1-4-4-012-004-0069","44-365 9 Nilu ST, Kaneohe, HI 96744",NA,NA
"403","1-9-4-115-030-0016","94-1063 Kaukahi PL, Waipahu, HI 96797",NA,NA
"404","1-9-1-136-092-0998","91-1354 Kuanoo ST, Ewa Beach, HI 96706",NA,NA
"405","1-9-1-010-097-0008","91-3009 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"406","1-1-9-005-004-0000","3860 Old Pali RD, Honolulu, HI 96817",NA,NA
"407","1-9-5-002-023-0101","95-656 Wikao ST, Mililani, HI 96789",NA,NA
"408","1-9-4-107-069-0000","94-782 Kupuohi ST, Waipahu, HI 96797",NA,NA
"409","1-9-9-007-002-0043","99-1311 Aiea Heights Drive, Aiea, HI 96701",NA,NA
"410","1-9-1-056-004-0147","92-1170 Olani ST, Kapolei, HI 96707",NA,NA
"411","1-9-8-040-002-0047","98-441 Kaonohi ST, Aiea, HI 96701",NA,NA
"412","1-8-7-050-057-0000","87-313 Mokila PL, Waianae, HI 96792",NA,NA
"413","1-9-4-046-058-0000","94-1487 Waipahu ST, Waipahu, HI 96797",NA,NA
"414","1-9-1-073-120-0000","91-948 Pahuhu ST, Ewa Beach, HI 96706",NA,NA
"415","1-9-1-110-095-0008","91-1025 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"416","1-9-1-166-015-0000","91-1148 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"417","1-4-4-022-028-0000","44-505 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"418","1-9-4-067-023-0000","94-407 Kapuahi ST, Mililani, HI 96789",NA,NA
"419","1-9-4-007-083-0008","94-722 LUMIAUAU ST, WAIPAHU, HI 96797",NA,NA
"420","1-4-7-004-027-0083","47-722 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"421","1-9-1-012-067-0003","91-2045 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"422","1-9-7-072-052-0000","2445 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"423","1-9-1-012-076-0015","91-2123 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"424","1-3-7-009-004-0000","5596 kalanianaole Highway, honolulu, HI 96821",NA,NA
"425","1-9-1-060-133-0000","91-1016 Makahani ST, Kapolei, HI 96707",NA,NA
"426","1-9-1-016-197-0024","91-1019 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"427","1-9-1-010-093-0020","91-336 Makalea ST, Ewa Beach, HI 96706",NA,NA
"428","1-4-3-029-001-0000","37 Kalaheo AVE, Kailua, HI 96734",NA,NA
"429","1-9-1-102-061-0006","91-1022C Hoomaka ST, Ewa Beach, HI 96706",NA,NA
"430","1-9-4-115-036-0011","94-1340 Kulewa Loop, Waipahu, HI 96797",NA,NA
"431","1-3-3-017-019-0000","1510-16th AVE, Honolulu, HI 96816",NA,NA
"432","1-9-1-131-049-0000","91-1043 Kai Wana ST, Ewa Beach, HI 96706",NA,NA
"433","1-3-3-034-016-0000","1729-10th AVE, Honolulu, HI 96816",NA,NA
"434","1-9-5-093-022-0004","95-1008 Ukuwai ST, Mililani, HI 96789",NA,NA
"435","1-9-1-010-106-0009","91-446 Makalea ST, Ewa Beach, HI 96706",NA,NA
"436","1-9-1-056-005-0162","92-1029 Koio Drive, Kapolei, HI 96707",NA,NA
"437","1-9-1-131-037-0000","91-1008 Kaianae ST, Ewa Beach, HI 96706",NA,NA
"438","1-4-3-009-046-0000","567 Kawailoa RD, Kailua, HI 96734",NA,NA
"439","1-9-1-091-090-0000","91-1012 Wahinoho ST, Kapolei, HI 96707",NA,NA
"440","1-8-5-004-056-0000","85-1330D Waianae Valley RD, Waianae, HI 96792",NA,NA
"441","1-9-8-034-052-0000","98-929 Kaamilo ST, Aiea, HI 96701",NA,NA
"442","1-9-1-159-050-0000","91-1377 Kaiokia ST, Ewa Beach, HI 96706",NA,NA
"443","1-9-1-162-014-0003","91-1257 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"444","1-9-4-124-093-0000","94-742 Kaaka ST, Waipahu, HI 96797",NA,NA
"445","1-9-1-161-074-0000","91-1079 Pekau ST, Ewa Beach, HI 96706",NA,NA
"446","1-9-8-002-016-0020","98-1089 Komo Mai Drive, Aiea, HI 96701",NA,NA
"447","1-3-5-017-035-0057","4958-2 Kilauea AVE, Honolulu, HI 96816",NA,NA
"448","1-9-5-080-032-0000","95-1002 Pikokea ST, Mililani, HI 96789",NA,NA
"449","1-9-1-131-075-0000","91-1032 Kai Wana ST, Ewa Beach, HI 96706",NA,NA
"450","1-9-5-049-004-0028","95-1036 Ainamakua Drive, Mililani, HI 96789",NA,NA
"451","1-4-7-004-019-0058","47-453 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"452","1-9-2-019-020-0020","92-1265 Panana ST, Kapolei, HI 96707",NA,NA
"453","1-9-4-007-047-0085","94-746 Lumiauau ST, Waipahu, HI 96797",NA,NA
"454","1-9-1-056-014-0053","92-1525E Aliinui Drive, Kapolei, HI 96707",NA,NA
"455","1-2-1-055-041-0032","600 Ala Moana Boulevard, Honolulu, HI 96813",NA,NA
"456","1-9-4-115-021-0013","94-1056 Paha PL, Waipahu, HI 96797",NA,NA
"457","1-9-1-067-093-0000","91 ?¡1190 Aawa Drive, Ewa Beach, HI 96706",NA,NA
"458","1-9-1-132-010-0090","91-2166 Kanela ST, Ewa Beach, HI 96706",NA,NA
"459","1-9-1-116-019-0002","91-793 Launahele ST, Ewa Beach, HI 96706",NA,NA
"460","1-9-1-071-080-0057","91-1075 Oaniani ST, Kapolei, HI 96707",NA,NA
"461","1-9-1-065-053-0000","91-1026 Hamana ST, Ewa Beach, HI 96706",NA,NA
"462","1-9-1-010-111-0004","91-560 Makalea ST, Ewa Beach, HI 96706",NA,NA
"463","1-8-4-024-059-0000","84-770 Lahaina ST, Waianae, HI 96792",NA,NA
"464","1-9-1-050-091-0175","91-1139 Puamaeole ST, Ewa Beach, HI 96706",NA,NA
"465","1-9-1-066-072-0063","91-1030 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"466","1-9-1-010-094-0003","91-346 Makalea ST, Ewa Beach, HI 96706",NA,NA
"467","1-9-1-010-094-0001","91-342 Makalea ST, Ewa Beach, HI 96706",NA,NA
"468","1-9-4-077-041-0000","94-427 Alapoai ST, Mililani, HI 96789",NA,NA
"469","1-9-1-138-114-0000","91-1035 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"470","1-8-7-008-010-0059","87-118 Helelua ST, Waianae, HI 96792",NA,NA
"471","1-9-1-093-024-0000","91-557 Kuhialoko ST, Ewa Beach, HI 96706",NA,NA
"472","1-8-7-028-017-0020","87-561 Farrington Highway, Waianae, HI 96792",NA,NA
"473","1-9-4-016-029-0000","94-108 Awamoku ST, Waipahu, HI 96797",NA,NA
"474","1-9-4-117-059-0009","94-1059 Oli Loop, Waipahu, HI 96797",NA,NA
"475","1-9-8-059-008-0016","98-924 Noelani ST, Pearl City, HI 96782",NA,NA
"476","1-1-8-009-031-0000","2752 Pali Highway, Honolulu, HI 96817",NA,NA
"477","1-3-4-001-019-0000","2036-9th AVE, Honolulu, HI 96816",NA,NA
"478","1-4-2-093-031-0000","575 Keolu Drive, Kailua, HI 96734",NA,NA
"479","1-9-1-158-082-0000","408 Koakoa ST, Kapolei, HI 96707",NA,NA
"480","1-9-2-019-032-0061","92-1064 Palahia ST, Kapolei, HI 96707",NA,NA
"481","1-9-4-115-007-0116","94-1167 Mopua Loop, Waipahu, HI 96797",NA,NA
"482","1-9-1-050-091-0147","91-1119 Puamaeole ST, Ewa Beach, HI 96706",NA,NA
"483","1-3-3-037-022-0000","2061-10th AVE, Honolulu, HI 96816",NA,NA
"484","1-3-2-028-029-0001","631-10th AVE, Honolulu, HI 96816",NA,NA
"485","1-9-1-010-110-0002","91-534 Makalea ST, Ewa Beach, HI 96706",NA,NA
"486","1-9-1-010-094-0011","91-362 Makalea ST, Ewa Beach, HI 96706",NA,NA
"487","1-9-1-016-218-0007","91-1181 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"488","1-9-1-123-115-0005","91-1070 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"489","1-2-6-012-007-0013","1804 Ala Moana Boulevard, Honolulu, HI 96815",NA,NA
"490","1-4-7-040-002-0000","47-716 Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"491","1-9-4-115-007-0074","94-1147 Mopua Loop, Waipahu, HI 96797",NA,NA
"492","1-9-1-012-058-0010","91-2084 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"493","1-3-2-001-111-0000","1107-1st AVE, Honolulu, HI 96816",NA,NA
"494","1-9-9-033-018-0000","99-634A Haaheo PL, Aiea, HI 96701",NA,NA
"495","1-9-2-019-044-0068","92-1139 Panana ST, Kapolei, HI 96707",NA,NA
"496","1-4-6-003-105-0000","46-168 Lilipuna RD, Kaneohe, HI 96744",NA,NA
"497","1-8-4-016-067-0000","84-725 Hanalei ST, Waianae, HI 96792",NA,NA
"498","1-9-1-016-201-0007","91-1041 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"499","1-9-1-012-076-0008","91-2121 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"500","1-4-6-031-027-0148","46-1013 Emepela Way, Kaneohe, HI 96744",NA,NA
"501","1-9-1-028-008-0000","91-701A Pohakupuna RD, Ewa Beach, HI 96706",NA,NA
"502","1-9-1-132-101-0000","91-1182 Kuanoo ST, Ewa Beach, HI 96706",NA,NA
"503","1-9-5-002-023-0163","95-786 Wikao STs, Mililani, HI 96789",NA,NA
"504","1-2-6-010-007-0523","1777 Ala Moana AVE, Honolulu, HI 96815",NA,NA
"505","1-1-1-012-036-0084","1317B Moanalualani Way, Honolulu, HI 96819",NA,NA
"506","1-9-4-136-080-0000","94-1009 Heahea ST, Waipahu, HI 96797",NA,NA
"507","1-9-4-108-005-0000","94-289 Aaahi ST, Mililani, HI 96789",NA,NA
"508","1-9-1-056-004-0045","92-1152 Olani ST, Kapolei, HI 96707",NA,NA
"509","1-9-1-045-101-0000","91-1263 Hoopio ST, Ewa Beach, HI 96706",NA,NA
"510","1-3-3-037-011-0001","2123-10th AVE, Honolulu, HI 96816",NA,NA
"511","1-9-1-010-086-0012","91-189 Makalea ST, Ewa Beach, HI 96706",NA,NA
"512","1-3-2-025-008-0000","707-10th AVE, Honolulu, HI 96816",NA,NA
"513","1-3-2-055-022-0002","714-16th AVE, Honolulu, HI 96816",NA,NA
"514","1-9-1-010-116-0012","91-642 Makalea ST, Ewa Beach, HI 96706",NA,NA
"515","1-8-7-052-106-0000","87-1636 Wehiwehi ST, Waianae, HI 96792",NA,NA
"516","1-9-8-059-003-0155","98-833 Noelani ST, Pearl City, HI 96782",NA,NA
"517","1-4-3-011-002-0000","368 Kalaheo AVE, Kailua, HI 96734",NA,NA
"518","1-9-8-060-001-0011","98-1433 E Kaahumanu ST, Aiea, HI 96701",NA,NA
"519","1-3-2-027-017-0002","643-9th AVE, Honolulu, HI 96816",NA,NA
"520","1-3-2-016-093-0000","920-6th AVE, Honolulu, HI 96816",NA,NA
"521","1-3-2-038-074-0000","1111-15th AVE, Honolulu, HI 96816",NA,NA
"522","1-9-7-021-067-0000","927-4th ST, Pearl City, HI 96782",NA,NA
"523","1-9-1-066-072-0046","91-1020 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"524","1-9-1-010-099-0007","91-3058 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"525","1-9-8-059-004-0018","98-838 Noelani ST, Pearl City, HI 96782",NA,NA
"526","1-9-4-007-085-0018","94-660 Lumiauau ST, Mililani, HI 96797",NA,NA
"527","1-4-3-013-044-0000","82 Kalaheo AVE, Kailua, HI 96734",NA,NA
"528","1-9-1-050-091-0187","91-1149 Puamaeole ST, Ewa Beach, HI 96706",NA,NA
"529","1-9-8-059-003-0142","98-841 Noelani ST, Pearl City, HI 96782",NA,NA
"530","1-3-8-004-008-0000","6126 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"531","1-9-5-002-036-0098","95-1143 Wikao ST, Mililani, HI 96789",NA,NA
"532","1-3-2-009-040-0000","1009-2nd AVE, Honolulu, HI 96816",NA,NA
"533","1-9-1-142-065-0000","91-1134 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"534","1-9-1-056-004-0015","91-1162 Olani ST, Kapolei, HI 96707",NA,NA
"535","1-9-5-002-036-0089","95-1125 Wikao ST, Mililani, HI 96789",NA,NA
"536","1-4-5-047-090-0000","45-277 Ka Hanahou Circle, Kaneohe, HI 96744",NA,NA
"537","1-9-4-037-100-0000","94-309 Kahuawai ST, Waipahu, HI 96797",NA,NA
"538","1-9-4-038-029-0000","94-1138 Awalai ST, Waipahu, HI 96797",NA,NA
"539","1-9-7-057-048-0011","2156L Aumakua ST, Pearl City, HI 96782",NA,NA
"540","1-2-4-013-029-0003","1060 Kinau ST, Honolulu, HI 96814",NA,NA
"541","1-9-1-012-067-0062","91-2036 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"542","1-3-3-035-009-0001","1823-10th AVE, Honolulu, HI 96816",NA,NA
"543","1-4-5-062-034-0000","45-312 Koa Kahiko ST, Kaneohe, HI 96744",NA,NA
"544","1-4-7-004-027-0115","47-710 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"545","1-9-1-039-001-0029","91-660 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"546","1-9-4-037-004-0000","94-1120 Kahuanui ST, Waipahu, HI 96797",NA,NA
"547","1-9-1-012-071-0008","91-2079 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"548","1-9-7-052-010-0000","2218 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"549","1-9-7-056-078-0000","2278 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"550","1-9-1-130-129-0000","91-1026 Hookaahea ST, Ewa Beach, HI 96706",NA,NA
"551","1-9-1-010-087-0009","91-232 Makalea ST, Ewa Beach, HI 96706",NA,NA
"552","1-9-5-026-033-0000","95-128 Kipapa Drive, Mililani, HI 96789",NA,NA
"553","1-4-7-004-020-0115","47-342 D Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"554","1-4-5-047-018-0000","45-327 Ka Hanahou Circle, Kaneohe, HI 96744",NA,NA
"555","1-9-4-134-118-0000","94-994 Kaaholo ST, Waipahu, HI 96797",NA,NA
"556","1-3-2-056-030-0001","732-18th AVE, Honolulu, HI 96816",NA,NA
"557","1-9-9-015-053-0000","99-1661A Aiea Heights Drive, Aiea, HI 96701",NA,NA
"558","1-4-2-004-038-0018","1199A Akipohe ST, Kailua, HI 96734",NA,NA
"559","1-3-4-026-036-0000","2445-10th AVE, Honolulu, HI 96816",NA,NA
"560","1-7-4-014-063-0000","1255 A Loko Drive, Wahiawa, HI 96786",NA,NA
"561","1-9-1-010-098-0004","91-3034 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"562","1-3-5-049-028-0000","4564 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"563","1-4-7-004-012-0066","47-399 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"564","1-9-1-166-109-0000","91-1107 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"565","1-9-1-101-043-0000","91-1210 Alanui Mauka ST, Ewa Beach, HI 96706",NA,NA
"566","1-9-1-012-068-0004","91-2049 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"567","1-9-2-020-071-0052","92-966 Makakilo Drive, Kapolei, HI 96707",NA,NA
"568","1-8-6-010-007-0000","86-532 Halona RD, Waianae, HI 96792",NA,NA
"569","1-4-6-019-064-0000","46-145 Alaloa ST, Kaneohe, HI 96744",NA,NA
"570","1-9-1-056-004-0064","92-1080 Olani ST, Kapolei, HI 96707",NA,NA
"571","1-9-1-001-011-0059","91-617 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"572","1-4-7-004-020-0112","47-344A Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"573","1-9-1-102-050-0004","91-1041B Hoomaka ST, Ewa Beach, HI 96706",NA,NA
"574","1-9-5-002-036-0091","95-1129 Wikao ST, Mililani, HI 96789",NA,NA
"575","1-9-8-040-006-0083","98-418 Kaonohi ST, Aiea, HI 96701",NA,NA
"576","1-9-4-007-047-0027","94-776 Lumiauau ST, Waipahu, HI 96797",NA,NA
"577","1-9-4-007-074-0057","94-550 Lumiauau ST, Waipahu, HI 96797",NA,NA
"578","1-9-9-007-002-0023","99-1355 Aiea Heights Drive, Aiea, HI 96701",NA,NA
"579","1-9-1-103-128-0000","91-327 Kuio PL, Ewa Beach, HI 96706",NA,NA
"580","1-4-5-013-009-0000","45-260 Lilipuna RD, Kaneohe, HI 96744",NA,NA
"581","1-9-1-096-120-0000","91-1160 Nale ST, Ewa Beach, HI 96706",NA,NA
"582","1-9-1-001-007-0074","91-925 Kulana Court, Ewa Beach, HI 96706",NA,NA
"583","1-4-7-053-051-0000","47-718 Hui Ulili ST, Kaneohe, HI 96744",NA,NA
"584","1-9-1-135-057-0000","91-1019 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"585","1-9-2-019-045-0046","92-1238 Makakilo Drive, Kapolei, HI 96707",NA,NA
"586","1-9-2-019-024-0064","92-1132 Panana ST, Kapolei, HI 96707",NA,NA
"587","1-9-1-041-120-0000","91-1121 Hanaloa ST, Ewa Beach, HI 96706",NA,NA
"588","1-9-2-019-068-0147","92-1191 Palahia ST, Kapolei, HI 96707",NA,NA
"589","1-9-4-115-007-0002","94-1210 Mopua Loop, Waipahu, HI 96797",NA,NA
"590","1-9-8-040-006-0027","98-336 Kaonohi ST, Aiea, HI 96701",NA,NA
"591","1-9-1-116-015-0002","91-715 Launahele ST, Ewa Beach, HI 96706",NA,NA
"592","1-8-7-026-081-0000","87-128 Kahau ST, Waianae, HI 96792",NA,NA
"593","1-9-1-132-077-0000","91-1067 Hoomahana ST, Ewa Beach, HI 96706",NA,NA
"594","1-9-1-061-021-0029","91-905 Puahala ST, Ewa Beach, HI 96706",NA,NA
"595","1-8-7-006-027-0000","87-1282 Farrington Highway, Waianae, HI 96792",NA,NA
